date,stock_price
2000-07-04,100.67264414263136
2000-07-05,101.68083697773697
2000-07-06,101.583617806609
2000-07-07,99.92764815988443
2000-07-08,96.99403300777418
2000-07-09,96.17978131930333
2000-07-10,97.89026810142599
2000-07-11,98.35948809725664
2000-07-12,missing
2000-07-13,96.36835266865184
2000-07-14,97.16243868428465
2000-07-15,95.50771740722374
2000-07-16,95.84972082729311
2000-07-17,96.00936427638604
2000-07-18,93.88647365446394
2000-07-19,94.60800316257931
2000-07-20,95.72291950393922
2000-07-21,97.86791739356498
2000-07-22,100.00246432538343
2000-07-23,97.33332632328684
2000-07-24,95.57248270218518
2000-07-25,96.61032756599587
2000-07-26,97.65700251974346
2000-07-27,98.71750821152655
2000-07-28,106.67821305761495
2000-07-29,107.95718991836809
2000-07-30,110.49232612348227
2000-07-31,112.67708883280446
2000-08-01,114.21172149269911
2000-08-02,113.55059938111098
2000-08-03,115.34503393103661
2000-08-04,113.63271252732177
2000-08-05,113.15234030654491
2000-08-06,
2000-08-07,112.35519836233038
2000-08-08,117.73760220833486
2000-08-09,113.47847080597482
2000-08-10,115.10426136631563
2000-08-11,error
2000-08-12,110.51435073918134
2000-08-13,113.00413324213952
2000-08-14,113.20609372230889
2000-08-15,110.84746867697793
2000-08-16,109.32761604152243
2000-08-17,110.87916236937323
2000-08-18,109.3259348520164
2000-08-19,109.85516541684515
2000-08-20,110.01032851546772
2000-08-21,108.64028096699553
2000-08-22,113.45668473766386
2000-08-23,114.96175550889305
2000-08-24,110.45372561435562
2000-08-25,110.92183308739376
2000-08-26,109.51812027476836
2000-08-27,111.45697970696114
2000-08-28,109.75913350057323
2000-08-29,109.56232228360736
2000-08-30,110.72983174531768
2000-08-31,112.7201716160827
2000-09-01,110.10147735576585
2000-09-02,109.42205149045353
2000-09-03,108.44178996625212
2000-09-04,107.08757379032016
2000-09-05,110.99176741853591
2000-09-06,111.9503719360966
2000-09-07,109.2171373343219
2000-09-08,111.29621218636183
2000-09-09,116.17972542175548
2000-09-10,118.66301323756707
2000-09-11,115.1689585668787
2000-09-12,114.11601126352282
2000-09-13,117.10298913155148
2000-09-14,115.51500180454497
2000-09-15,116.60320910091741
2000-09-16,118.48299840573486
2000-09-17,116.36489116204896
2000-09-18,116.28456811105056
2000-09-19,109.04002466159216
2000-09-20,106.88219650739757
2000-09-21,106.3968421795873
2000-09-22,103.82639588955152
2000-09-23,107.32573475295901
2000-09-24,104.35156516372793
2000-09-25,103.4889395609907
2000-09-26,103.81179065391923
2000-09-27,106.90119751612237
2000-09-28,103.92690101502274
2000-09-29,106.42612177674773
2000-09-30,106.50114256661689
2000-10-01,104.48312137282254
2000-10-02,105.5059774791555
2000-10-03,105.97983114518203
2000-10-04,104.76758978179375
2000-10-05,104.96642193827121
2000-10-06,104.21272429424218
2000-10-07,104.50182996905784
2000-10-08,105.94787166528002
2000-10-09,109.41713805828277
2000-10-10,106.79501215361196
2000-10-11,111.50527400190748
2000-10-12,107.28942982039469
2000-10-13,107.01772044185269
2000-10-14,108.33852076345809
2000-10-15,109.00356780400682
2000-10-16,107.70829745023423
2000-10-17,107.31454322574146
2000-10-18,106.31476337336369
2000-10-19,105.12150426412823
2000-10-20,106.97647030041686
2000-10-21,107.79693397331242
2000-10-22,106.36653687208826
2000-10-23,108.3517654568767
2000-10-24,error
2000-10-25,110.91745263105908
2000-10-26,112.37919601574514
2000-10-27,110.58660075838122
2000-10-28,109.40923599149642
2000-10-29,111.11227566552682
2000-10-30,112.53323361035616
2000-10-31,112.54245812608636
2000-11-01,112.86327198695925
2000-11-02,115.84237161134448
2000-11-03,114.53712128513311
2000-11-04,115.85517520000678
2000-11-05,115.44532813199528
2000-11-06,error
2000-11-07,117.61528263086356
2000-11-08,119.6328307379567
2000-11-09,missing
2000-11-10,124.93668352954752
2000-11-11,125.05168777587016
2000-11-12,126.83235987006138
2000-11-13,126.11079908177807
2000-11-14,126.99455422036239
2000-11-15,126.72778290380273
2000-11-16,127.03736599242959
2000-11-17,128.62284039815572
2000-11-18,
2000-11-19,132.07470849818134
2000-11-20,129.5086129669022
2000-11-21,126.46475036167071
2000-11-22,missing
2000-11-23,131.62527864571234
2000-11-24,133.34523057336563
2000-11-25,135.0990744301726
2000-11-26,135.13353780886635
2000-11-27,132.79656504171135
2000-11-28,133.06456508857144
2000-11-29,131.34024261526173
2000-11-30,133.9938123858873
2000-12-01,133.66711263174554
2000-12-02,131.54414926072226
2000-12-03,130.76669932089698
2000-12-04,131.91706680397536
2000-12-05,130.50335722455662
2000-12-06,128.43905920072288
2000-12-07,error
2000-12-08,129.83022300386435
2000-12-09,128.58481898714217
2000-12-10,127.44284510549575
2000-12-11,128.09971565109313
2000-12-12,124.50517761742843
2000-12-13,121.10985506873394
2000-12-14,119.4417903216863
2000-12-15,118.9924682845199
2000-12-16,119.79456899159513
2000-12-17,error
2000-12-18,125.64226063903965
2000-12-19,125.30363813775259
2000-12-20,125.31863485350003
2000-12-21,122.89237661114969
2000-12-22,122.908321368135
2000-12-23,122.26191036995723
2000-12-24,123.11512843800132
2000-12-25,121.15555546324401
2000-12-26,122.48177367261573
2000-12-27,126.35772994974437
2000-12-28,126.14623230556046
2000-12-29,127.22740073639049
2000-12-30,129.06019483279135
2000-12-31,128.09273742211286
2001-01-01,128.73246837804146
2001-01-02,128.82929202271097
2001-01-03,129.1457655998733
2001-01-04,127.2280997691899
2001-01-05,127.35414387134978
2001-01-06,128.69325518376255
2001-01-07,132.54929024636516
2001-01-08,135.18443005090631
2001-01-09,141.20371625257587
2001-01-10,139.12275773050612
2001-01-11,141.6420506808873
2001-01-12,142.23348180333593
2001-01-13,148.67548891038672
2001-01-14,146.36449305454474
2001-01-15,143.99889147946362
2001-01-16,142.3541189360802
2001-01-17,136.50207747305433
2001-01-18,135.1418183931484
2001-01-19,133.17207386100822
2001-01-20,error
2001-01-21,134.62391495323743
2001-01-22,139.8413397504576
2001-01-23,142.59621562307402
2001-01-24,141.03088318946521
2001-01-25,138.58870676723907
2001-01-26,140.02892187714494
2001-01-27,136.448099921816
2001-01-28,141.6095322703135
2001-01-29,145.06215412307594
2001-01-30,143.77919959386716
2001-01-31,139.00586077316385
2001-02-01,142.89263492732
2001-02-02,142.63697222724824
2001-02-03,146.2853363352805
2001-02-04,141.7649663455944
2001-02-05,140.145759356335
2001-02-06,140.23055552450307
2001-02-07,140.43257847994747
2001-02-08,139.24377801635674
2001-02-09,141.05969849406364
2001-02-10,138.1487199619421
2001-02-11,137.82478383316464
2001-02-12,error
2001-02-13,
2001-02-14,141.7989462652011
2001-02-15,138.71442746144632
2001-02-16,134.59026076021317
2001-02-17,138.142891364294
2001-02-18,139.13363502864598
2001-02-19,137.13490421572328
2001-02-20,141.5266704604444
2001-02-21,141.92541538256947
2001-02-22,145.38532325193881
2001-02-23,145.65458888211504
2001-02-24,151.85907424144204
2001-02-25,157.3637122295835
2001-02-26,156.66041194976265
2001-02-27,159.8142016097415
2001-02-28,161.9713421904694
2001-03-01,166.54941475029915
2001-03-02,163.44778498861672
2001-03-03,165.78878698740124
2001-03-04,169.4203831263964
2001-03-05,163.64645042503224
2001-03-06,159.89912384301627
2001-03-07,153.58566612554972
2001-03-08,152.83675028877113
2001-03-09,155.12344282679345
2001-03-10,159.9351381264712
2001-03-11,160.25242718739347
2001-03-12,165.64095974998065
2001-03-13,161.2120410605665
2001-03-14,error
2001-03-15,155.79513716631988
2001-03-16,157.07497355063455
2001-03-17,157.05080236352705
2001-03-18,150.76472256169538
2001-03-19,150.57150567956032
2001-03-20,146.76735324941853
2001-03-21,148.820689208832
2001-03-22,149.99082387189105
2001-03-23,147.2713085841536
2001-03-24,145.83840358488024
2001-03-25,142.85282629375328
2001-03-26,142.74521553485496
2001-03-27,error
2001-03-28,142.80065790381394
2001-03-29,144.31964368308832
2001-03-30,142.86861547215148
2001-03-31,140.69127887411042
2001-04-01,140.46064898739658
2001-04-02,137.6511415535278
2001-04-03,136.20342477738393
2001-04-04,133.04560720486737
2001-04-05,138.44684805510906
2001-04-06,138.61381463134794
2001-04-07,136.75585343438888
2001-04-08,137.41105602255445
2001-04-09,137.17126869453872
2001-04-10,136.63469293492523
2001-04-11,138.39255155967564
2001-04-12,140.57545315092887
2001-04-13,139.16139223177532
2001-04-14,137.63675297738823
2001-04-15,136.95014520934018
2001-04-16,130.85352040262765
2001-04-17,127.01112886516925
2001-04-18,130.59647123378898
2001-04-19,135.0319680934676
2001-04-20,134.4282810331569
2001-04-21,136.0553746714349
2001-04-22,136.97343099245495
2001-04-23,missing
2001-04-24,149.12070625178208
2001-04-25,148.8140790548213
2001-04-26,146.0701413304234
2001-04-27,141.52239880672886
2001-04-28,142.17053286546695
2001-04-29,
2001-04-30,136.24506103875754
2001-05-01,134.5618205714417
2001-05-02,131.74823172277232
2001-05-03,136.33779575984443
2001-05-04,138.83253098644525
2001-05-05,138.87981806376908
2001-05-06,143.1234899470112
2001-05-07,143.41681630679
2001-05-08,141.03802089844189
2001-05-09,145.47321602094763
2001-05-10,147.12317899060707
2001-05-11,144.17462883949304
2001-05-12,143.69866337729962
2001-05-13,141.27468650800748
2001-05-14,137.4898549048758
2001-05-15,140.130437156266
2001-05-16,145.65808849376117
2001-05-17,141.7111263611079
2001-05-18,143.38739866588804
2001-05-19,141.60439196910755
2001-05-20,140.30164190204925
2001-05-21,138.71851547051835
2001-05-22,136.41026456075375
2001-05-23,136.61099419866142
2001-05-24,134.4266135789434
2001-05-25,135.22331036670445
2001-05-26,135.15507197609082
2001-05-27,134.57798425105548
2001-05-28,132.22335372741762
2001-05-29,130.77223419907187
2001-05-30,132.8293158071565
2001-05-31,134.23383386397563
2001-06-01,131.70073677762502
2001-06-02,132.02863741969668
2001-06-03,134.09474356876643
2001-06-04,129.7563532350989
2001-06-05,131.23973513235728
2001-06-06,129.57672992114396
2001-06-07,131.12947424155135
2001-06-08,129.20754725903615
2001-06-09,124.6889658177261
2001-06-10,120.75594366128448
2001-06-11,120.93258155957898
2001-06-12,121.62319055583242
2001-06-13,119.50298267154824
2001-06-14,121.09957969546284
2001-06-15,117.20010564903617
2001-06-16,117.1038540595795
2001-06-17,114.35879821565678
2001-06-18,112.93406315050467
2001-06-19,113.09770712034204
2001-06-20,111.22373937065915
2001-06-21,110.42678605202691
2001-06-22,112.72808460105357
2001-06-23,111.49065218618183
2001-06-24,113.42644812682965
2001-06-25,110.94787047498184
2001-06-26,112.18581277038476
2001-06-27,115.52511030952847
2001-06-28,110.00821244620913
2001-06-29,108.32295797081974
2001-06-30,109.63520747799159
2001-07-01,109.24550088760037
2001-07-02,110.11448186140886
2001-07-03,108.84674297082395
2001-07-04,109.08993794894342
2001-07-05,108.80519877030355
2001-07-06,111.432024285831
2001-07-07,112.05649616915953
2001-07-08,112.87208963456199
2001-07-09,112.00210750352824
2001-07-10,110.97062910402107
2001-07-11,110.06976586382513
2001-07-12,110.99702983638589
2001-07-13,110.12143958975291
2001-07-14,110.8168956213105
2001-07-15,115.57125500810048
2001-07-16,117.66125318572291
2001-07-17,116.95500517100224
2001-07-18,119.85870228957928
2001-07-19,118.94391275595014
2001-07-20,114.25006171195471
2001-07-21,112.02564784603457
2001-07-22,107.96552954337824
2001-07-23,107.26278258017172
2001-07-24,107.35596655662827
2001-07-25,111.07202329766521
2001-07-26,111.85656679120484
2001-07-27,111.42318016589945
2001-07-28,113.34355294886262
2001-07-29,108.49464227146572
2001-07-30,109.0616242905581
2001-07-31,110.8114808599383
2001-08-01,107.63637647238016
2001-08-02,110.18202190073505
2001-08-03,110.98595601420288
2001-08-04,110.12299886839429
2001-08-05,111.58130856657067
2001-08-06,116.82386896737313
2001-08-07,117.30820853710895
2001-08-08,117.95098348144089
2001-08-09,116.93075546348915
2001-08-10,115.01758601717933
2001-08-11,117.0020849695207
2001-08-12,115.07338765747377
2001-08-13,115.29584648945269
2001-08-14,114.2567665889725
2001-08-15,115.41425239035188
2001-08-16,116.24512322128548
2001-08-17,118.74185982083903
2001-08-18,117.59559340433887
2001-08-19,117.02107713251186
2001-08-20,114.81002325863636
2001-08-21,113.85126749661725
2001-08-22,114.77101108869725
2001-08-23,116.58011367305075
2001-08-24,114.5069364144365
2001-08-25,116.574146313428
2001-08-26,119.83793361758785
2001-08-27,120.89337694332451
2001-08-28,125.58023676951228
2001-08-29,123.7135864339797
2001-08-30,120.73233804352697
2001-08-31,116.57112573753041
2001-09-01,120.17181306319227
2001-09-02,121.81576829206261
2001-09-03,121.74127717355043
2001-09-04,122.48609171648219
2001-09-05,119.81965119597002
2001-09-06,125.8892742964542
2001-09-07,126.27816960067067
2001-09-08,126.61804874925615
2001-09-09,128.5336062250982
2001-09-10,129.84099439837982
2001-09-11,130.4889126095383
2001-09-12,128.50640830864833
2001-09-13,129.78875150940894
2001-09-14,134.8345714379839
2001-09-15,138.58128256301734
2001-09-16,143.13965523565435
2001-09-17,141.75446627119143
2001-09-18,139.04593606066115
2001-09-19,138.76593812380685
2001-09-20,138.99015643881498
2001-09-21,142.1363693084577
2001-09-22,137.4743908520101
2001-09-23,141.81574687128185
2001-09-24,141.43899591245116
2001-09-25,140.30671931330352
2001-09-26,137.5639350096914
2001-09-27,133.15204323271251
2001-09-28,135.43002268443948
2001-09-29,135.69658877143834
2001-09-30,132.30663360821617
2001-10-01,128.98816230510687
2001-10-02,128.1888979251139
2001-10-03,132.6064039181534
2001-10-04,131.98569487664045
2001-10-05,128.1409314906912
2001-10-06,127.57645401537687
2001-10-07,126.94594333659961
2001-10-08,120.34030688868553
2001-10-09,120.26982047506235
2001-10-10,119.7754850017501
2001-10-11,121.51566194022378
2001-10-12,126.15638412644266
2001-10-13,129.0956473336672
2001-10-14,128.46748123752178
2001-10-15,125.71850116320905
2001-10-16,132.4244753953274
2001-10-17,132.64771499029868
2001-10-18,132.75103283835497
2001-10-19,132.75335577047434
2001-10-20,133.34698409229372
2001-10-21,133.02903672756875
2001-10-22,131.5772570931719
2001-10-23,130.21110352791587
2001-10-24,130.19091385590065
2001-10-25,128.84800396986546
2001-10-26,127.08758954700502
2001-10-27,127.42209200836574
2001-10-28,126.83735423973765
2001-10-29,130.7759364740391
2001-10-30,124.08490561851147
2001-10-31,126.88690666873934
2001-11-01,130.15393884984982
2001-11-02,124.9295639720507
2001-11-03,124.13830890101605
2001-11-04,123.28115021345761
2001-11-05,119.91909261308318
2001-11-06,118.1270751907358
2001-11-07,115.58999875120773
2001-11-08,119.77258806741888
2001-11-09,122.09609678391176
2001-11-10,125.30359030138396
2001-11-11,127.1888457497954
2001-11-12,
2001-11-13,123.17443428743854
2001-11-14,124.44813053556574
2001-11-15,121.50391089654413
2001-11-16,123.31060538360734
2001-11-17,122.78070909981824
2001-11-18,121.92468221566301
2001-11-19,123.73258874808171
2001-11-20,124.89931850537303
2001-11-21,124.06289285652284
2001-11-22,127.03659995286607
2001-11-23,124.38156363032833
2001-11-24,125.98623804639936
2001-11-25,missing
2001-11-26,126.82951404241491
2001-11-27,127.72332946160232
2001-11-28,124.62935399257582
2001-11-29,127.01747873288265
2001-11-30,126.61192025091334
2001-12-01,125.35781920873706
2001-12-02,128.07965642531823
2001-12-03,126.3512228893413
2001-12-04,122.90310570676803
2001-12-05,119.19534513353949
2001-12-06,120.70914625613413
2001-12-07,117.71604368414401
2001-12-08,121.98172014041984
2001-12-09,117.06538331184395
2001-12-10,121.16602805882157
2001-12-11,121.73932605880555
2001-12-12,121.5648450962703
2001-12-13,120.30731689139238
2001-12-14,121.33219116607708
2001-12-15,121.30153511694202
2001-12-16,124.06994870884974
2001-12-17,124.41590950295505
2001-12-18,124.85288163698274
2001-12-19,124.01020405778955
2001-12-20,123.93099769712184
2001-12-21,124.75863814870394
2001-12-22,120.62392021797412
2001-12-23,117.47363196780236
2001-12-24,119.29258602083415
2001-12-25,119.76080840042584
2001-12-26,119.38061370927745
2001-12-27,119.48436215648759
2001-12-28,120.37804145512261
2001-12-29,119.14508387110885
2001-12-30,117.36348732812417
2001-12-31,117.88301722658876
2002-01-01,115.65658171990576
2002-01-02,116.66310687505947
2002-01-03,112.81380098814464
2002-01-04,115.21751694448594
2002-01-05,116.36988049276982
2002-01-06,117.02578999871196
2002-01-07,119.40823369798588
2002-01-08,123.51438739580594
2002-01-09,126.10880268548583
2002-01-10,121.61101667547827
2002-01-11,118.59757313558691
2002-01-12,117.18333242197998
2002-01-13,117.30313400985834
2002-01-14,118.58317980497245
2002-01-15,116.93284285989402
2002-01-16,117.42914291244
2002-01-17,115.72624602652868
2002-01-18,missing
2002-01-19,111.25934038024022
2002-01-20,109.2784499016675
2002-01-21,106.41701919555344
2002-01-22,104.41235944207405
2002-01-23,106.68930189022396
2002-01-24,104.7349540841652
2002-01-25,110.45194653141867
2002-01-26,111.602886172315
2002-01-27,112.07223669093231
2002-01-28,110.21979166092886
2002-01-29,111.83031477843693
2002-01-30,110.6055113593549
2002-01-31,110.93119182145352
2002-02-01,116.81737365327835
2002-02-02,116.65147095433612
2002-02-03,119.42350906211439
2002-02-04,117.81464052533406
2002-02-05,117.7911070677037
2002-02-06,122.09858464682151
2002-02-07,120.6374115614461
2002-02-08,125.15317902830783
2002-02-09,127.0008091894345
2002-02-10,125.64294601868274
2002-02-11,127.30582687184493
2002-02-12,129.87122288017142
2002-02-13,131.56217657136364
2002-02-14,127.5584984961331
2002-02-15,125.77974573335607
2002-02-16,125.22122272495497
2002-02-17,125.09748161579992
2002-02-18,error
2002-02-19,127.23817811312547
2002-02-20,123.94697598110356
2002-02-21,124.95551801830294
2002-02-22,126.5540554902733
2002-02-23,128.04289717844603
2002-02-24,130.90618956650044
2002-02-25,133.17438030890958
2002-02-26,error
2002-02-27,134.34883812973504
2002-02-28,130.02418456498285
2002-03-01,131.21180277657206
2002-03-02,131.82385325639012
2002-03-03,132.60810016964945
2002-03-04,129.3294715838815
2002-03-05,126.62653194952125
2002-03-06,129.38663830417846
2002-03-07,129.34897893727293
2002-03-08,131.18965558180068
2002-03-09,131.32962658681845
2002-03-10,missing
2002-03-11,134.0310105487706
2002-03-12,132.721148661557
2002-03-13,133.04304415932307
2002-03-14,
2002-03-15,130.80887466397962
2002-03-16,130.0675386162546
2002-03-17,130.71201164241697
2002-03-18,129.53116989722727
2002-03-19,132.89198679111985
2002-03-20,130.60069296403145
2002-03-21,130.17856565915824
2002-03-22,129.10324960799292
2002-03-23,132.96049133634352
2002-03-24,133.55095921886542
2002-03-25,136.40385572514975
2002-03-26,132.4769681890666
2002-03-27,133.25303115220458
2002-03-28,135.71300878720712
2002-03-29,136.00451807774738
2002-03-30,139.0033055586563
2002-03-31,137.6414264965382
2002-04-01,141.6471199123303
2002-04-02,148.38598062956942
2002-04-03,147.38675009548095
2002-04-04,146.1524177685575
2002-04-05,150.53832817507504
2002-04-06,155.4476729985288
2002-04-07,153.9075298266218
2002-04-08,152.69587987824679
2002-04-09,151.9136911020601
2002-04-10,147.95727174522673
2002-04-11,145.33631764535684
2002-04-12,142.51790962524458
2002-04-13,140.41631971036804
2002-04-14,140.38912401945188
2002-04-15,141.11883248160672
2002-04-16,145.6362870344761
2002-04-17,missing
2002-04-18,145.74109068754262
2002-04-19,145.19126165198207
2002-04-20,145.12024069037824
2002-04-21,147.1656811527715
2002-04-22,143.96994958176003
2002-04-23,145.14783710571857
2002-04-24,145.7046799919959
2002-04-25,147.22041105002072
2002-04-26,148.14836407232642
2002-04-27,155.68274247452962
2002-04-28,153.78652426935017
2002-04-29,152.23806239449212
2002-04-30,150.42771729618946
2002-05-01,148.84018444381408
2002-05-02,147.02834629681448
2002-05-03,150.64193519614747
2002-05-04,155.06057014601546
2002-05-05,153.3772986201357
2002-05-06,missing
2002-05-07,152.42643550256082
2002-05-08,150.82762502643928
2002-05-09,152.8254262398302
2002-05-10,153.52366513414918
2002-05-11,149.01393768776364
2002-05-12,153.77491573616814
2002-05-13,159.47824223303948
2002-05-14,157.61442883871618
2002-05-15,156.47522575739163
2002-05-16,error
2002-05-17,158.58712695933872
2002-05-18,160.77004058997184
2002-05-19,167.44904824742275
2002-05-20,166.94095230359804
2002-05-21,164.3789159604534
2002-05-22,159.9862447813343
2002-05-23,157.74333349988186
2002-05-24,157.71769606763795
2002-05-25,163.56293804471102
2002-05-26,missing
2002-05-27,162.76727038369518
2002-05-28,162.79519421456342
2002-05-29,166.79421365999536
2002-05-30,175.52815327338968
2002-05-31,
2002-06-01,172.1546642022021
2002-06-02,175.87552504933046
2002-06-03,178.37968325799238
2002-06-04,185.18373179839745
2002-06-05,187.45279257911827
2002-06-06,186.20369315354304
2002-06-07,188.5106107202785
2002-06-08,192.83374006614343
2002-06-09,196.12221500152626
2002-06-10,198.22118267845445
2002-06-11,202.5966355372659
2002-06-12,207.49409824127213
2002-06-13,213.41658993586682
2002-06-14,216.31166789770765
2002-06-15,215.69770488367342
2002-06-16,216.43974329708894
2002-06-17,221.83688644710236
2002-06-18,218.35095478752015
2002-06-19,220.07691939057054
2002-06-20,218.46161905158232
2002-06-21,218.69656892303254
2002-06-22,224.472740422611
2002-06-23,225.44500696812273
2002-06-24,225.76733743698983
2002-06-25,219.81974416610313
2002-06-26,223.23676554524036
2002-06-27,226.25046113639405
2002-06-28,236.37220801109362
2002-06-29,235.0391628104814
2002-06-30,236.1896672571106
2002-07-01,237.4893619648119
2002-07-02,245.22395531657855
2002-07-03,244.8794345861478
2002-07-04,246.37294295829042
2002-07-05,249.51133534440805
2002-07-06,250.56955054259973
2002-07-07,error
2002-07-08,249.55757658181693
2002-07-09,255.10170057399958
2002-07-10,250.04277055284496
2002-07-11,250.83400330222284
2002-07-12,247.4699010328413
2002-07-13,253.58267277355205
2002-07-14,246.0970959659372
2002-07-15,243.48314493863086
2002-07-16,245.4496802180091
2002-07-17,253.38306593538707
2002-07-18,253.17664154352505
2002-07-19,250.5061428283036
2002-07-20,260.24059899942944
2002-07-21,252.9384822182501
2002-07-22,242.17732039357966
2002-07-23,244.44014561670792
2002-07-24,242.11901220847642
2002-07-25,237.34261613620333
2002-07-26,240.8494052896207
2002-07-27,242.14770183416888
2002-07-28,239.55099226366036
2002-07-29,233.6116724874132
2002-07-30,237.84266035551278
2002-07-31,241.0762775258652
2002-08-01,240.7189018554551
2002-08-02,249.90044294187257
2002-08-03,244.73131003203252
2002-08-04,237.49591220800394
2002-08-05,234.34918582368928
